94,3,2
95,0,3
95,1,2
95,2,3
95,3,3
96,0,2
96,1,1
96,2,2
96,3,4
97,0,4
97,1,4
97,2,4
97,3,3
98,0,2
98,1,1
98,2,2
98,3,2
99,0,3
99,1,2
99,2,2
99,3,3
100,0,3
100,1,1
100,2,3
100,3,3
101,0,3
101,1,3
101,2,3
101,3,4
102,0,2
102,1,1
102,2,2
102,3,2
103,0,2
103,1,2
103,2,2
103,3,3
104,0,2
104,1,2
104,2,2
104,3,3
105,0,2
105,1,0
105,2,2
105,3,1
106,0,4
106,1,4
106,2,3
106,3,4
107,0,3
107,1,1
107,2,3
107,3,3
108,0,2
108,1,2
108,2,3
108,3,3
109,0,2
109,1,2
109,2,2
109,3,2
110,0,4
110,1,4
110,2,4
110,3,4
111,0,4
111,1,4
111,2,4
111,3,4
112,0,2
112,1,0
112,2,2
112,3,3
113,0,4
113,1,3
113,2,4
113,3,4
114,0,3
114,1,2
114,2,2
114,3,3
115,0,2
115,1,3
115,2,3
115,3,4
116,0,3
116,1,1
116,2,3
116,3,3
117,0,1
117,1,0
117,2,2
117,3,1
118,0,3
118,1,1
118,2,1
118,3,3
119,0,2
119,1,1
119,2,2
119,3,1
120,0,3
120,1,1
120,2,2
120,3,1
121,0,1
121,1,1
121,2,1
121,3,3
122,0,2
122,1,3
122,2,3
122,3,4
123,0,2
123,1,0
123,2,1
123,3,3
124,0,2
124,1,2
124,2,2
124,3,2
125,0,4
125,1,4
125,2,4
125,3,4
126,0,2
126,1,0
126,2,1
126,3,1
127,0,4
127,1,4
127,2,3
127,3,4
128,0,3
128,1,3
128,2,3
128,3,4
129,0,2
129,1,3
129,2,3
129,3,4
130,0,2
130,1,1
130,2,2
130,3,2
131,0,1
131,1,0
131,2,2
131,3,3
132,0,4
132,1,4
132,2,4
132,3,4
133,0,4
133,1,4
133,2,4
133,3,4
134,0,3
134,1,4
134,2,3
134,3,3
135,0,4
135,1,3
135,2,4
135,3,4
136,0,4
136,1,4
136,2,4
136,3,3
137,0,4
137,1,4
137,2,4
137,3,4
138,0,4
138,1,4
138,2,3
138,3,4
139,0,4
139,1,4
139,2,4
139,3,4
140,0,4
140,1,4
140,2,4
140,3,4
141,0,4
141,1,4
141,2,4
141,3,4
142,0,3
142,1,4
142,2,4
142,3,4
143,0,4
143,1,4
143,2,3
143,3,4
144,0,4
144,1,4
144,2,4
144,3,4
145,0,4
145,1,4
145,2,4
145,3,4
146,0,4
146,1,1
146,2,4
146,3,4
147,0,3
147,1,3
147,2,4
147,3,4
148,0,4
148,1,4
148,2,4
148,3,4
149,0,4
149,1,4
149,2,4
149,3,4
150,0,4
150,1,4
150,2,4
150,3,4
151,0,4
151,1,3
151,2,4
151,3,4
152,0,4
152,1,4
152,2,4
152,3,4
153,0,4
153,1,4
153,2,4
153,3,4
154,0,4
154,1,4
154,2,4
154,3,1
155,0,4
155,1,4
155,2,4
155,3,3
156,0,4
156,1,4
156,2,4
156,3,4
157,0,4
157,1,4
157,2,4
157,3,4
158,0,4
158,1,4
158,2,4
158,3,4
159,0,4
159,1,4
159,2,4
159,3,4
160,0,4
160,1,4
160,2,4
160,3,4
161,0,4
161,1,4
161,2,4
161,3,4
162,0,4
162,1,4
162,2,3
162,3,4
163,0,4
163,1,4
163,2,4
163,3,3
164,0,4
164,1,4
164,2,4
164,3,4
165,0,4
165,1,4
165,2,4
165,3,4
166,0,4
166,1,4
166,2,4
166,3,4
167,0,4
167,1,4
167,2,4
167,3,4
168,0,3
168,1,4
168,2,4
168,3,4
169,0,4
169,1,4
169,2,4
169,3,4
170,0,4
170,1,4
170,2,4
170,3,4
171,0,3
171,1,4
171,2,4
171,3,4
172,0,4
172,1,3
172,2,3
172,3,4
173,0,3
173,1,4
173,2,4
173,3,4
174,0,4
174,1,4
174,2,4
174,3,4
175,0,4
175,1,4
175,2,4
175,3,4
176,0,4
176,1,4
176,2,4
176,3,4
177,0,4
177,1,4
177,2,3
177,3,4
178,0,4
178,1,4
178,2,4
178,3,4
179,0,4
179,1,3
179,2,4
179,3,4
180,0,4
180,1,4
180,2,3
180,3,3
181,0,4
181,1,4
181,2,4
181,3,4
182,0,4
182,1,4
182,2,4
182,3,4
183,0,4
183,1,4
183,2,4
183,3,4
184,0,4
184,1,4
184,2,4
184,3,3
185,0,4
185,1,4
185,2,4
185,3,4
186,0,4
186,1,4
186,2,3
186,3,4
187,0,4
187,1,4
187,2,4
187,3,3
188,0,2
188,1,4
188,2,4
188,3,4
189,0,4
189,1,4
189,2,4
189,3,2
190,0,4
190,1,4
190,2,3
190,3,4
191,0,4
191,1,4
191,2,4
191,3,4
192,0,4
192,1,4
192,2,4
192,3,4
193,0,4
193,1,4
193,2,4
193,3,4
194,0,4
194,1,4
194,2,4
194,3,4
195,0,4
195,1,4
195,2,4
195,3,4
196,0,4
196,1,4
196,2,4
196,3,4
197,0,3
197,1,4
197,2,4
197,3,4
